index,continent,CNT,PV1MATH,ST57Q01
"(-4.573, -3.196](0.936, 2.313]",South America,Argentina,396.504005396,3.67573964497
"(-4.573, -3.196](0.936, 2.313]",South America,Brazil,382.986326787,3.42839635854
"(-4.573, -3.196](0.936, 2.313]",South America,Chile,444.905064474,3.78660988881
"(-4.573, -3.196](0.936, 2.313]",South America,Colombia,386.641922879,5.40367146101
"(-4.573, -3.196](0.936, 2.313]",South America,Peru,367.932611163,5.45812941816
"(-4.573, -3.196](0.936, 2.313]",South America,Uruguay,411.536194484,4.68555699482
"(-4.573, -3.196](2.313, 3.69]",Africa,Tunisia,362.625611522,3.41535433071
"(-4.573, -3.196](2.313, 3.69]",Asia,Indonesia,363.67107048,4.70987239758
"(-4.573, -3.196](2.313, 3.69]",Asia,Israel,383.825868478,4.87234042553
"(-4.573, -3.196](2.313, 3.69]",Asia,Japan,483.500311538,2.0
"(-4.573, -3.196](2.313, 3.69]",Asia,Jordan,345.887808519,3.83856502242
"(-4.573, -3.196](2.313, 3.69]",Asia,Kazakhstan,381.304604425,7.82352941176
"(-4.573, -3.196](2.313, 3.69]",Asia,Malaysia,388.878766512,3.80154639175
"(-4.573, -3.196](2.313, 3.69]",Asia,Qatar,320.443762617,3.23655913978
"(-4.573, -3.196](2.313, 3.69]",Asia,Singapore,492.439975873,6.87623762376
"(-4.573, -3.196](2.313, 3.69]",Asia,Thailand,406.528431482,4.88133140376
"(-4.573, -3.196](2.313, 3.69]",Asia,Vietnam,494.85708454,5.2605945604
"(-4.573, -3.196](2.313, 3.69]",Central America,Costa Rica,377.191682241,3.07053291536
"(-4.573, -3.196](2.313, 3.69]",Europe,Austria,405.504045652,3.2
"(-4.573, -3.196](2.313, 3.69]",Europe,Belgium,435.880690909,4.22950819672
"(-4.573, -3.196](2.313, 3.69]",Europe,Bulgaria,356.646032609,2.96774193548
"(-4.573, -3.196](2.313, 3.69]",Europe,Croatia,417.162978082,4.70967741935
"(-4.573, -3.196](2.313, 3.69]",Europe,Czech Republic,394.821547619,1.5
"(-4.573, -3.196](2.313, 3.69]",Europe,Denmark,406.81909505,3.45
"(-4.573, -3.196](2.313, 3.69]",Europe,Estonia,441.531842857,4.375
"(-4.573, -3.196](2.313, 3.69]",Europe,Finland,396.351344828,3.06944444444
"(-4.573, -3.196](2.313, 3.69]",Europe,France,398.900537313,3.04761904762
"(-4.573, -3.196](2.313, 3.69]",Europe,Germany,406.569905556,4.13793103448
"(-4.573, -3.196](2.313, 3.69]",Europe,Greece,383.974212426,3.84347826087
"(-4.573, -3.196](2.313, 3.69]",Europe,Hungary,388.396493902,3.90625
"(-4.573, -3.196](2.313, 3.69]",Europe,Iceland,319.3527,
"(-4.573, -3.196](2.313, 3.69]",Europe,Ireland,403.182053659,5.06451612903
"(-4.573, -3.196](2.313, 3.69]",Europe,Italy,410.214600199,5.35620915033
"(-4.573, -3.196](2.313, 3.69]",Europe,Latvia,425.071917333,5.2
"(-4.573, -3.196](2.313, 3.69]",Europe,Liechtenstein,458.35018,1.66666666667
"(-4.573, -3.196](2.313, 3.69]",Europe,Lithuania,389.689779798,4.88524590164
"(-4.573, -3.196](2.313, 3.69]",Europe,Luxembourg,423.000541392,3.60540540541
"(-4.573, -3.196](2.313, 3.69]",Europe,Montenegro,354.630864062,3.12931034483
"(-4.573, -3.196](2.313, 3.69]",Europe,Netherlands,453.398863462,5.31818181818
"(-4.573, -3.196](2.313, 3.69]",Europe,Norway,348.64854,2.64285714286
"(-4.573, -3.196](2.313, 3.69]",Europe,Poland,445.557063462,6.66666666667
"(-4.573, -3.196](2.313, 3.69]",Europe,Portugal,425.514104977,2.85204081633
"(-4.573, -3.196](2.313, 3.69]",Europe,Romania,393.406916807,4.52413793103
"(-4.573, -3.196](2.313, 3.69]",Europe,Serbia,391.591156589,4.925
"(-4.573, -3.196](2.313, 3.69]",Europe,Slovenia,419.009417143,3.13636363636
"(-4.573, -3.196](2.313, 3.69]",Europe,Spain,422.356947881,4.94670846395
"(-4.573, -3.196](2.313, 3.69]",Europe,Sweden,378.082820455,3.4375
"(-4.573, -3.196](2.313, 3.69]",Europe,Switzerland,431.152871622,3.59574468085
"(-4.573, -3.196](2.313, 3.69]",Europe,Turkey,422.5332206,4.32605177994
"(-4.573, -3.196](2.313, 3.69]",North America,Canada,434.550045545,4.21538461538
"(-4.573, -3.196](2.313, 3.69]",North America,Mexico,396.237787157,4.72172969061
"(-4.573, -3.196](2.313, 3.69]",Oceania,Australia,403.997557143,3.35820895522
"(-4.573, -3.196](2.313, 3.69]",Oceania,New Zealand,391.126813953,4.34615384615
"(-4.573, -3.196](2.313, 3.69]",South America,Argentina,348.745936455,3.17118997912
"(-4.573, -3.196](2.313, 3.69]",South America,Brazil,355.665827306,3.09829812207
"(-4.573, -3.196](2.313, 3.69]",South America,Chile,372.819292582,3.06040268456
"(-4.573, -3.196](2.313, 3.69]",South America,Colombia,354.672963073,4.5545378851
"(-4.573, -3.196](2.313, 3.69]",South America,Peru,325.029264151,4.77268195414
"(-4.573, -3.196](2.313, 3.69]",South America,Uruguay,367.13311166,4.26397515528
"(-3.196, -1.819](-3.196, -1.819]",Africa,Tunisia,374.665601377,3.52846715328
"(-3.196, -1.819](-3.196, -1.819]",Asia,Indonesia,371.022493373,4.95250759878
"(-3.196, -1.819](-3.196, -1.819]",Asia,Israel,411.095816681,4.33484848485
"(-3.196, -1.819](-3.196, -1.819]",Asia,Japan,503.350329717,2.94122137405
"(-3.196, -1.819](-3.196, -1.819]",Asia,Jordan,366.848018261,3.94184720639
"(-3.196, -1.819](-3.196, -1.819]",Asia,Kazakhstan,412.813944096,7.74842767296
"(-3.196, -1.819](-3.196, -1.819]",Asia,Malaysia,403.314304583,4.26855670103
"(-3.196, -1.819](-3.196, -1.819]",Asia,Qatar,333.344829898,3.5685483871
"(-3.196, -1.819](-3.196, -1.819]",Asia,Singapore,530.699939217,8.17864338482
"(-3.196, -1.819](-3.196, -1.819]",Asia,Thailand,416.111457926,5.27410274455
"(-3.196, -1.819](-3.196, -1.819]",Asia,Vietnam,506.466969209,5.71517268141
"(-3.196, -1.819](-3.196, -1.819]",Central America,Costa Rica,391.001262778,3.21774193548
"(-3.196, -1.819](-3.196, -1.819]",Europe,Austria,466.005765867,4.01526717557
"(-3.196, -1.819](-3.196, -1.819]",Europe,Belgium,478.056864819,4.46855123675
"(-3.196, -1.819](-3.196, -1.819]",Europe,Bulgaria,406.926642159,4.57616892911
"(-3.196, -1.819](-3.196, -1.819]",Europe,Croatia,449.035366511,5.20778443114
"(-3.196, -1.819](-3.196, -1.819]",Europe,Czech Republic,466.692810693,2.63961038961
"(-3.196, -1.819](-3.196, -1.819]",Europe,Denmark,440.99183377,4.37297811608
"(-3.196, -1.819](-3.196, -1.819]",Europe,Estonia,496.034123375,6.66056166056
"(-3.196, -1.819](-3.196, -1.819]",Europe,Finland,463.115289797,2.6481092437
"(-3.196, -1.819](-3.196, -1.819]",Europe,France,449.2673125,4.21759259259
"(-3.196, -1.819](-3.196, -1.819]",Europe,Germany,469.413992831,4.23323170732
"(-3.196, -1.819](-3.196, -1.819]",Europe,Greece,421.532122455,4.29426433915
"(-3.196, -1.819](-3.196, -1.819]",Europe,Hungary,448.516218537,5.29564553094
"(-3.196, -1.819](-3.196, -1.819]",Europe,Iceland,449.228441404,3.88571428571
"(-3.196, -1.819](-3.196, -1.819]",Europe,Ireland,461.717563804,6.30021834061
"(-3.196, -1.819](-3.196, -1.819]",Europe,Italy,462.550706695,7.03737226277
"(-3.196, -1.819](-3.196, -1.819]",Europe,Latvia,463.781342283,5.77818181818
"(-3.196, -1.819](-3.196, -1.819]",Europe,Liechtenstein,484.508364815,2.94444444444
"(-3.196, -1.819](-3.196, -1.819]",Europe,Lithuania,445.485840922,5.99552772809
"(-3.196, -1.819](-3.196, -1.819]",Europe,Luxembourg,443.3383039,3.83601895735
"(-3.196, -1.819](-3.196, -1.819]",Europe,Montenegro,382.855160781,4.02372881356
"(-3.196, -1.819](-3.196, -1.819]",Europe,Netherlands,477.873500865,5.19133574007
"(-3.196, -1.819](-3.196, -1.819]",Europe,Norway,453.223473411,3.98697916667
"(-3.196, -1.819](-3.196, -1.819]",Europe,Poland,487.769558326,6.30385164051
"(-3.196, -1.819](-3.196, -1.819]",Europe,Portugal,457.914511056,3.32009925558
"(-3.196, -1.819](-3.196, -1.819]",Europe,Romania,422.500449928,6.42653758542
"(-3.196, -1.819](-3.196, -1.819]",Europe,Serbia,425.38554046,4.23215523216
"(-3.196, -1.819](-3.196, -1.819]",Europe,Slovenia,451.728765412,3.25057471264
"(-3.196, -1.819](-3.196, -1.819]",Europe,Spain,464.592578717,5.6242819438
"(-3.196, -1.819](-3.196, -1.819]",Europe,Sweden,442.098936402,2.95730706076
"(-3.196, -1.819](-3.196, -1.819]",Europe,Switzerland,481.842664091,3.73800928314
"(-3.196, -1.819](-3.196, -1.819]",Europe,Turkey,435.825490097,4.27708333333
"(-3.196, -1.819](-3.196, -1.819]",North America,Canada,473.899270794,3.77721943049
"(-3.196, -1.819](-3.196, -1.819]",North America,Mexico,407.201183435,5.16056442629
"(-3.196, -1.819](-3.196, -1.819]",Oceania,Australia,445.941847068,4.10752145381
"(-3.196, -1.819](-3.196, -1.819]",Oceania,New Zealand,450.489118786,3.13774834437
"(-3.196, -1.819](-3.196, -1.819]",South America,Argentina,371.467234627,3.32565789474
"(-3.196, -1.819](-3.196, -1.819]",South America,Brazil,369.072222683,3.19209039548
"(-3.196, -1.819](-3.196, -1.819]",South America,Chile,400.493709997,3.2236503856
"(-3.196, -1.819](-3.196, -1.819]",South America,Colombia,372.227446699,5.05942275042
"(-3.196, -1.819](-3.196, -1.819]",South America,Peru,353.439464055,5.30446816924
"(-3.196, -1.819](-3.196, -1.819]",South America,Uruguay,387.954839584,4.4608478803
"(-3.196, -1.819](-1.819, -0.441]",Africa,Tunisia,386.850196391,3.57431749242
"(-3.196, -1.819](-1.819, -0.441]",Asia,Indonesia,377.800842594,5.0655316415
"(-3.196, -1.819](-1.819, -0.441]",Asia,Israel,458.189417709,4.60091552226
"(-3.196, -1.819](-1.819, -0.441]",Asia,Japan,533.879036831,3.71243941842
"(-3.196, -1.819](-1.819, -0.441]",Asia,Jordan,382.973512787,4.2096908939
"(-3.196, -1.819](-1.819, -0.441]",Asia,Kazakhstan,430.647525013,8.79139905054
"(-3.196, -1.819](-1.819, -0.441]",Asia,Malaysia,420.716046292,4.76045016077
"(-3.196, -1.819](-1.819, -0.441]",Asia,Qatar,370.109093258,4.17896781354
"(-3.196, -1.819](-1.819, -0.441]",Asia,Singapore,562.817000338,9.05129789864
"(-3.196, -1.819](-1.819, -0.441]",Asia,Thailand,433.76513449,5.79922178988
"(-3.196, -1.819](-1.819, -0.441]",Asia,Vietnam,513.481361896,5.87800687285
"(-3.196, -1.819](-1.819, -0.441]",Central America,Costa Rica,404.631426642,3.39180834621
"(-3.196, -1.819](-1.819, -0.441]",Europe,Austria,498.142453637,4.39125200642
"(-3.196, -1.819](-1.819, -0.441]",Europe,Belgium,506.347817067,5.1515076003
"(-3.196, -1.819](-1.819, -0.441]",Europe,Bulgaria,431.850487672,5.26864506052
"(-3.196, -1.819](-1.819, -0.441]",Europe,Croatia,463.6868501,5.71875
"(-3.196, -1.819](-1.819, -0.441]",Europe,Czech Republic,509.182284896,3.06201022147
"(-3.196, -1.819](-1.819, -0.441]",Europe,Denmark,471.252533352,4.35301204819
"(-3.196, -1.819](-1.819, -0.441]",Europe,Estonia,512.834287266,6.87802907916
"(-3.196, -1.819](-1.819, -0.441]",Europe,Finland,494.898634951,2.83529411765
"(-3.196, -1.819](-1.819, -0.441]",Europe,France,491.982595681,4.96384089996
"(-3.196, -1.819](-1.819, -0.441]",Europe,Germany,503.727821114,4.61767782427
"(-3.196, -1.819](-1.819, -0.441]",Europe,Greece,440.597205585,4.81800543267
"(-3.196, -1.819](-1.819, -0.441]",Europe,Hungary,475.004336485,6.16380297824
"(-3.196, -1.819](-1.819, -0.441]",Europe,Iceland,473.163323777,3.89927404719
"(-3.196, -1.819](-1.819, -0.441]",Europe,Ireland,489.119307038,7.16477938305
"(-3.196, -1.819](-1.819, -0.441]",Europe,Italy,484.009082553,8.04995017439
"(-3.196, -1.819](-1.819, -0.441]",Europe,Latvia,490.981321654,6.37371240214
"(-3.196, -1.819](-1.819, -0.441]",Europe,Liechtenstein,528.311915789,3.07092198582
"(-3.196, -1.819](-1.819, -0.441]",Europe,Lithuania,471.788095561,6.537470726
"(-3.196, -1.819](-1.819, -0.441]",Europe,Luxembourg,471.262687887,4.3399339934
"(-3.196, -1.819](-1.819, -0.441]",Europe,Montenegro,401.874566698,4.18893650175
"(-3.196, -1.819](-1.819, -0.441]",Europe,Netherlands,509.018196135,5.69822222222
"(-3.196, -1.819](-1.819, -0.441]",Europe,Norway,479.606234118,4.4800197336
"(-3.196, -1.819](-1.819, -0.441]",Europe,Poland,506.946237817,6.52738336714
"(-3.196, -1.819](-1.819, -0.441]",Europe,Portugal,472.427615941,3.51969033995
"(-3.196, -1.819](-1.819, -0.441]",Europe,Romania,439.402822872,6.98442906574
"(-3.196, -1.819](-1.819, -0.441]",Europe,Serbia,439.618810909,4.26684636119
"(-3.196, -1.819](-1.819, -0.441]",Europe,Slovenia,474.791999815,3.38341968912
"(-3.196, -1.819](-1.819, -0.441]",Europe,Spain,485.250453169,5.9765625
"(-3.196, -1.819](-1.819, -0.441]",Europe,Sweden,470.12983314,3.39052725648
"(-3.196, -1.819](-1.819, -0.441]",Europe,Switzerland,509.630686661,3.98385136308
"(-3.196, -1.819](-1.819, -0.441]",Europe,Turkey,448.719339742,4.24940778342
"(-3.196, -1.819](-1.819, -0.441]",North America,Canada,496.749831669,4.37559279165
"(-3.196, -1.819](-1.819, -0.441]",North America,Mexico,416.118927453,5.3451482623
"(-3.196, -1.819](-1.819, -0.441]",Oceania,Australia,482.998016417,5.29758901037
"(-3.196, -1.819](-1.819, -0.441]",Oceania,New Zealand,494.051256524,3.98913043478
"(-3.196, -1.819](-1.819, -0.441]",South America,Argentina,389.915571095,3.59667221298
"(-3.196, -1.819](-1.819, -0.441]",South America,Brazil,381.088141841,3.38117010357
"(-3.196, -1.819](-1.819, -0.441]",South America,Chile,421.156712646,3.41791044776
"(-3.196, -1.819](-1.819, -0.441]",South America,Colombia,385.742026194,5.37706549871
"(-3.196, -1.819](-1.819, -0.441]",South America,Peru,366.751896581,5.45220257717
"(-3.196, -1.819](-1.819, -0.441]",South America,Uruguay,403.077149232,4.63981382026
"(-3.196, -1.819](-0.441, 0.936]",Africa,Tunisia,390.24139862,3.5857212239
"(-3.196, -1.819](-0.441, 0.936]",Asia,Indonesia,378.270661656,5.07657945118
"(-3.196, -1.819](-0.441, 0.936]",Asia,Israel,471.057111665,4.71826317534
"(-3.196, -1.819](-0.441, 0.936]",Asia,Japan,538.369851382,3.84481062469
"(-3.196, -1.819](-0.441, 0.936]",Asia,Jordan,385.255757883,4.22438255386
"(-3.196, -1.819](-0.441, 0.936]",Asia,Kazakhstan,431.663112442,8.82729501498
"(-3.196, -1.819](-0.441, 0.936]",Asia,Malaysia,423.528407291,4.85209302326
"(-3.196, -1.819](-0.441, 0.936]",Asia,Qatar,379.504913983,4.31276432141
"(-3.196, -1.819](-0.441, 0.936]",Asia,Singapore,568.840946772,9.22435716304
"(-3.196, -1.819](-0.441, 0.936]",Asia,Thailand,442.09079397,5.98510689407
"(-3.196, -1.819](-0.441, 0.936]",Asia,Vietnam,514.929725466,5.92661481231
"(-3.196, -1.819](-0.441, 0.936]",Central America,Costa Rica,407.77131877,3.44933431953
"(-3.196, -1.819](-0.441, 0.936]",Europe,Austria,508.33106391,4.60669317429
"(-3.196, -1.819](-0.441, 0.936]",Europe,Belgium,521.883428093,5.55848986424
"(-3.196, -1.819](-0.441, 0.936]",Europe,Bulgaria,443.765941819,5.744473342
"(-3.196, -1.819](-0.441, 0.936]",Europe,Croatia,470.264964428,5.87253694581
"(-3.196, -1.819](-0.441, 0.936]",Europe,Czech Republic,520.085614596,3.12942542078
"(-3.196, -1.819](-0.441, 0.936]",Europe,Denmark,488.666314892,4.4858974359
"(-3.196, -1.819](-0.441, 0.936]",Europe,Estonia,522.617693388,6.94350649351
"(-3.196, -1.819](-0.441, 0.936]",Europe,Finland,509.689917426,2.89837470977
"(-3.196, -1.819](-0.441, 0.936]",Europe,France,501.883366065,5.1413081497
"(-3.196, -1.819](-0.441, 0.936]",Europe,Germany,520.734615634,4.71835321277
"(-3.196, -1.819](-0.441, 0.936]",Europe,Greece,454.3966872,5.25553505535
"(-3.196, -1.819](-0.441, 0.936]",Europe,Hungary,486.254380914,6.40514993481
"(-3.196, -1.819](-0.441, 0.936]",Europe,Iceland,494.880697337,4.09036144578
"(-3.196, -1.819](-0.441, 0.936]",Europe,Ireland,501.372333716,7.43412057178
"(-3.196, -1.819](-0.441, 0.936]",Europe,Italy,492.306554554,8.57915647922
"(-3.196, -1.819](-0.441, 0.936]",Europe,Latvia,495.981985462,6.44563609467
"(-3.196, -1.819](-0.441, 0.936]",Europe,Liechtenstein,539.416285965,3.23834196891
"(-3.196, -1.819](-0.441, 0.936]",Europe,Lithuania,479.090487927,6.69204622706
"(-3.196, -1.819](-0.441, 0.936]",Europe,Luxembourg,490.851240362,4.58112183353
"(-3.196, -1.819](-0.441, 0.936]",Europe,Montenegro,407.332303395,4.26151142355
"(-3.196, -1.819](-0.441, 0.936]",Europe,Netherlands,519.65622134,5.85966810967
"(-3.196, -1.819](-0.441, 0.936]",Europe,Norway,491.387052487,4.77089783282
"(-3.196, -1.819](-0.441, 0.936]",Europe,Poland,520.612114768,6.64980026631
"(-3.196, -1.819](-0.441, 0.936]",Europe,Portugal,486.470272061,3.75182072829
"(-3.196, -1.819](-0.441, 0.936]",Europe,Romania,446.57725624,7.29303797468
"(-3.196, -1.819](-0.441, 0.936]",Europe,Serbia,448.059651958,4.35598377282
"(-3.196, -1.819](-0.441, 0.936]",Europe,Slovenia,484.949207725,3.4990609069
"(-3.196, -1.819](-0.441, 0.936]",Europe,Spain,496.196630449,6.17643105871
"(-3.196, -1.819](-0.441, 0.936]",Europe,Sweden,482.265192316,3.61510067114
"(-3.196, -1.819](-0.441, 0.936]",Europe,Switzerland,521.275036751,4.0559151632
"(-3.196, -1.819](-0.441, 0.936]",Europe,Turkey,451.037605542,4.2583747927
"(-3.196, -1.819](-0.441, 0.936]",North America,Canada,511.363876691,4.81917163246
"(-3.196, -1.819](-0.441, 0.936]",North America,Mexico,420.242786125,5.43020572495
"(-3.196, -1.819](-0.441, 0.936]",Oceania,Australia,495.504337491,5.73075191355
"(-3.196, -1.819](-0.441, 0.936]",Oceania,New Zealand,504.16790901,4.24750646472
"(-3.196, -1.819](-0.441, 0.936]",South America,Argentina,396.909912844,3.68045224636
"(-3.196, -1.819](-0.441, 0.936]",South America,Brazil,384.423899558,3.43599458728
"(-3.196, -1.819](-0.441, 0.936]",South America,Chile,444.900335357,3.77463112803
"(-3.196, -1.819](-0.441, 0.936]",South America,Colombia,388.335719532,5.44619269619
"(-3.196, -1.819](-0.441, 0.936]",South America,Peru,371.192301944,5.49900085641
"(-3.196, -1.819](-0.441, 0.936]",South America,Uruguay,411.815155164,4.67882736156
"(-3.196, -1.819](0.936, 2.313]",Africa,Tunisia,390.279569286,3.5857212239
"(-3.196, -1.819](0.936, 2.313]",Asia,Indonesia,378.270661656,5.07657945118
"(-3.196, -1.819](0.936, 2.313]",Asia,Israel,471.026744207,4.71849156467
"(-3.196, -1.819](0.936, 2.313]",Asia,Japan,538.369851382,3.84481062469
"(-3.196, -1.819](0.936, 2.313]",Asia,Jordan,385.188411686,4.22551850879
"(-3.196, -1.819](0.936, 2.313]",Asia,Kazakhstan,431.663112442,8.82729501498
"(-3.196, -1.819](0.936, 2.313]",Asia,Malaysia,423.528407291,4.85209302326
"(-3.196, -1.819](0.936, 2.313]",Asia,Qatar,379.491759174,4.31391585761
"(-3.196, -1.819](0.936, 2.313]",Asia,Singapore,568.875004207,9.22542372881
"(-3.196, -1.819](0.936, 2.313]",Asia,Thailand,442.226285918,5.98488483685
"(-3.196, -1.819](0.936, 2.313]",Asia,Vietnam,514.929725466,5.92661481231
"(-3.196, -1.819](0.936, 2.313]",Central America,Costa Rica,407.825665961,3.44933431953
"(-3.196, -1.819](0.936, 2.313]",Europe,Austria,508.483495384,4.60615079365
"(-3.196, -1.819](0.936, 2.313]",Europe,Belgium,521.994505902,5.56031922791
"(-3.196, -1.819](0.936, 2.313]",Europe,Bulgaria,443.804068329,5.75008114249
"(-3.196, -1.819](0.936, 2.313]",Europe,Croatia,470.260010022,5.87626962142
"(-3.196, -1.819](0.936, 2.313]",Europe,Czech Republic,520.124516544,3.13221223543
"(-3.196, -1.819](0.936, 2.313]",Europe,Denmark,488.675763957,4.48537886873
"(-3.196, -1.819](0.936, 2.313]",Europe,Estonia,522.662265581,6.94875121635
"(-3.196, -1.819](0.936, 2.313]",Europe,Finland,509.73804814,2.89901873327
"(-3.196, -1.819](0.936, 2.313]",Europe,France,501.883366065,5.1413081497
"(-3.196, -1.819](0.936, 2.313]",Europe,Germany,520.72363285,4.71417595083
"(-3.196, -1.819](0.936, 2.313]",Europe,Greece,454.507975128,5.25837173579
"(-3.196, -1.819](0.936, 2.313]",Europe,Hungary,486.304852474,6.40404040404
"(-3.196, -1.819](0.936, 2.313]",Europe,Iceland,495.015234294,4.08479262673
"(-3.196, -1.819](0.936, 2.313]",Europe,Ireland,501.417899316,7.43992548898
"(-3.196, -1.819](0.936, 2.313]",Europe,Italy,492.398546004,8.58340113914
"(-3.196, -1.819](0.936, 2.313]",Europe,Latvia,496.05376815,6.44588104913
"(-3.196, -1.819](0.936, 2.313]",Europe,Liechtenstein,539.95154007,3.30412371134
"(-3.196, -1.819](0.936, 2.313]",Europe,Lithuania,479.146834003,6.68794567063
"(-3.196, -1.819](0.936, 2.313]",Europe,Luxembourg,491.096041624,4.5849565478
"(-3.196, -1.819](0.936, 2.313]",Europe,Montenegro,407.328724146,4.26001405481
"(-3.196, -1.819](0.936, 2.313]",Europe,Netherlands,519.739211749,5.85724585436
"(-3.196, -1.819](0.936, 2.313]",Europe,Norway,491.413472369,4.77369505495
"(-3.196, -1.819](0.936, 2.313]",Europe,Poland,520.655134759,6.65136393879
"(-3.196, -1.819](0.936, 2.313]",Europe,Portugal,486.641698256,3.76074818537
"(-3.196, -1.819](0.936, 2.313]",Europe,Romania,446.658667019,7.29212772684
"(-3.196, -1.819](0.936, 2.313]",Europe,Serbia,448.124586959,4.35675675676
"(-3.196, -1.819](0.936, 2.313]",Europe,Slovenia,485.059853146,3.49946380697
"(-3.196, -1.819](0.936, 2.313]",Europe,Spain,496.211380439,6.17497711321
"(-3.196, -1.819](0.936, 2.313]",Europe,Sweden,482.281889014,3.61172529313
"(-3.196, -1.819](0.936, 2.313]",Europe,Switzerland,521.284098902,4.05638839224
"(-3.196, -1.819](0.936, 2.313]",Europe,Turkey,451.037605542,4.2583747927
"(-3.196, -1.819](0.936, 2.313]",North America,Canada,511.561684444,4.82884136517
"(-3.196, -1.819](0.936, 2.313]",North America,Mexico,420.2874158,5.43106662742
"(-3.196, -1.819](0.936, 2.313]",Oceania,Australia,495.562957473,5.73115860517
"(-3.196, -1.819](0.936, 2.313]",Oceania,New Zealand,504.225576299,4.25820730358
"(-3.196, -1.819](0.936, 2.313]",South America,Argentina,396.935470462,3.68045224636
"(-3.196, -1.819](0.936, 2.313]",South America,Brazil,384.438681921,3.4356846473
"(-3.196, -1.819](0.936, 2.313]",South America,Chile,445.22232388,3.7856295945
"(-3.196, -1.819](0.936, 2.313]",South America,Colombia,388.330868653,5.44619269619
"(-3.196, -1.819](0.936, 2.313]",South America,Peru,371.192301944,5.49900085641
"(-3.196, -1.819](0.936, 2.313]",South America,Uruguay,411.886728846,4.68499837293
"(-3.196, -1.819](2.313, 3.69]",Africa,Tunisia,382.741983953,3.59512761021
"(-3.196, -1.819](2.313, 3.69]",Asia,Indonesia,380.74145542,5.26859142607
"(-3.196, -1.819](2.313, 3.69]",Asia,Israel,413.505840922,4.29363784666
"(-3.196, -1.819](2.313, 3.69]",Asia,Japan,503.605825,2.95285935085
"(-3.196, -1.819](2.313, 3.69]",Asia,Jordan,370.652651325,3.95689092097
"(-3.196, -1.819](2.313, 3.69]",Asia,Kazakhstan,414.420692915,7.74468085106
"(-3.196, -1.819](2.313, 3.69]",Asia,Malaysia,407.076293293,4.38530927835
"(-3.196, -1.819](2.313, 3.69]",Asia,Qatar,335.392922181,3.61597542243
"(-3.196, -1.819](2.313, 3.69]",Asia,Singapore,536.701875697,8.38306138306
"(-3.196, -1.819](2.313, 3.69]",Asia,Thailand,424.927012554,5.64589041096
"(-3.196, -1.819](2.313, 3.69]",Asia,Vietnam,525.056470203,6.43674698795
"(-3.196, -1.819](2.313, 3.69]",Central America,Costa Rica,399.152321244,3.30327868852
"(-3.196, -1.819](2.313, 3.69]",Europe,Austria,468.315375104,4.0420499343
"(-3.196, -1.819](2.313, 3.69]",Europe,Belgium,480.132649664,4.47932053176
"(-3.196, -1.819](2.313, 3.69]",Europe,Bulgaria,412.595534412,4.74209650582
"(-3.196, -1.819](2.313, 3.69]",Europe,Croatia,450.956658299,5.23715916297
"(-3.196, -1.819](2.313, 3.69]",Europe,Czech Republic,467.703049331,2.64456521739
"(-3.196, -1.819](2.313, 3.69]",Europe,Denmark,443.179062294,4.42885973764
"(-3.196, -1.819](2.313, 3.69]",Europe,Estonia,496.631174961,6.68310727497
"(-3.196, -1.819](2.313, 3.69]",Europe,Finland,468.596264756,2.61363636364
"(-3.196, -1.819](2.313, 3.69]",Europe,France,451.783773304,4.27737226277
"(-3.196, -1.819](2.313, 3.69]",Europe,Germany,472.652142366,4.23763955343
"(-3.196, -1.819](2.313, 3.69]",Europe,Greece,425.186288716,4.34191176471
"(-3.196, -1.819](2.313, 3.69]",Europe,Hungary,453.744020679,5.4056059357
"(-3.196, -1.819](2.313, 3.69]",Europe,Iceland,451.077206406,3.88571428571
"(-3.196, -1.819](2.313, 3.69]",Europe,Ireland,463.471917544,6.34350282486
"(-3.196, -1.819](2.313, 3.69]",Europe,Italy,465.120920495,7.11598410758
"(-3.196, -1.819](2.313, 3.69]",Europe,Latvia,465.549434166,5.80571428571
"(-3.196, -1.819](2.313, 3.69]",Europe,Liechtenstein,487.177567347,3.06060606061
"(-3.196, -1.819](2.313, 3.69]",Europe,Lithuania,448.817451327,6.05960264901
"(-3.196, -1.819](2.313, 3.69]",Europe,Luxembourg,447.39693633,3.88505747126
"(-3.196, -1.819](2.313, 3.69]",Europe,Montenegro,385.81639847,4.1212406015
"(-3.196, -1.819](2.313, 3.69]",Europe,Netherlands,479.331325773,5.18609022556
"(-3.196, -1.819](2.313, 3.69]",Europe,Norway,456.841983218,4.03783783784
"(-3.196, -1.819](2.313, 3.69]",Europe,Poland,488.81581654,6.29591836735
"(-3.196, -1.819](2.313, 3.69]",Europe,Portugal,466.055761977,3.43314849045
"(-3.196, -1.819](2.313, 3.69]",Europe,Romania,425.22653689,6.59776536313
"(-3.196, -1.819](2.313, 3.69]",Europe,Serbia,427.432242582,4.1914893617
"(-3.196, -1.819](2.313, 3.69]",Europe,Slovenia,452.283599322,3.25253312549
"(-3.196, -1.819](2.313, 3.69]",Europe,Spain,469.480046366,5.69877649492
"(-3.196, -1.819](2.313, 3.69]",Europe,Sweden,445.225139623,2.93067590988
"(-3.196, -1.819](2.313, 3.69]",Europe,Switzerland,484.435850847,3.74525745257
"(-3.196, -1.819](2.313, 3.69]",Europe,Turkey,450.673559318,4.22508591065
