index,continent,CNT,PV1MATH,ST57Q01
"(-0.441, 0.936](0.936, 2.313]",Europe,Spain,517.156639085,6.5316773934
"(-0.441, 0.936](0.936, 2.313]",Europe,Sweden,492.628725586,3.77946127946
"(-0.441, 0.936](0.936, 2.313]",Europe,Switzerland,536.14672632,4.17216804201
"(-0.441, 0.936](0.936, 2.313]",Europe,Turkey,510.890131573,4.18536585366
"(-0.441, 0.936](0.936, 2.313]",North America,Canada,519.616714191,5.05174862418
"(-0.441, 0.936](0.936, 2.313]",North America,Mexico,446.232979257,5.95764059563
"(-0.441, 0.936](0.936, 2.313]",Oceania,Australia,510.767351065,6.19669995658
"(-0.441, 0.936](0.936, 2.313]",Oceania,New Zealand,525.962280531,4.69069529652
"(-0.441, 0.936](0.936, 2.313]",South America,Argentina,429.572617529,4.1014964216
"(-0.441, 0.936](0.936, 2.313]",South America,Brazil,425.673146063,4.05735341237
"(-0.441, 0.936](0.936, 2.313]",South America,Chile,483.317196622,4.26672535211
"(-0.441, 0.936](0.936, 2.313]",South America,Colombia,424.909245182,6.29306071871
"(-0.441, 0.936](0.936, 2.313]",South America,Peru,418.366402883,6.00410677618
"(-0.441, 0.936](0.936, 2.313]",South America,Uruguay,460.066303959,5.10580524345
"(-0.441, 0.936](2.313, 3.69]",Africa,Tunisia,478.570912667,3.86419753086
"(-0.441, 0.936](2.313, 3.69]",Asia,Indonesia,479.242608333,6.71428571429
"(-0.441, 0.936](2.313, 3.69]",Asia,Israel,525.10694298,5.17752442997
"(-0.441, 0.936](2.313, 3.69]",Asia,Japan,588.880399208,5.24147727273
"(-0.441, 0.936](2.313, 3.69]",Asia,Jordan,421.937556892,4.46976744186
"(-0.441, 0.936](2.313, 3.69]",Asia,Kazakhstan,468.863948052,10.2555555556
"(-0.441, 0.936](2.313, 3.69]",Asia,Malaysia,500.627497238,7.33043478261
"(-0.441, 0.936](2.313, 3.69]",Asia,Qatar,402.791969662,4.61451814768
"(-0.441, 0.936](2.313, 3.69]",Asia,Singapore,631.587270807,11.0726072607
"(-0.441, 0.936](2.313, 3.69]",Asia,Thailand,547.738098511,8.31168831169
"(-0.441, 0.936](2.313, 3.69]",Asia,Vietnam,607.893975714,8.93617021277
"(-0.441, 0.936](2.313, 3.69]",Central America,Costa Rica,478.360745503,4.73275862069
"(-0.441, 0.936](2.313, 3.69]",Europe,Austria,555.865606763,5.62737642586
"(-0.441, 0.936](2.313, 3.69]",Europe,Belgium,569.744595525,6.75586510264
"(-0.441, 0.936](2.313, 3.69]",Europe,Bulgaria,509.466851013,8.11067961165
"(-0.441, 0.936](2.313, 3.69]",Europe,Croatia,534.083966309,7.36184210526
"(-0.441, 0.936](2.313, 3.69]",Europe,Czech Republic,584.368348501,3.51663405088
"(-0.441, 0.936](2.313, 3.69]",Europe,Denmark,532.843218932,4.81029411765
"(-0.441, 0.936](2.313, 3.69]",Europe,Estonia,562.264580086,7.2119205298
"(-0.441, 0.936](2.313, 3.69]",Europe,Finland,546.865900081,3.05548628429
"(-0.441, 0.936](2.313, 3.69]",Europe,France,572.480163587,6.33513513514
"(-0.441, 0.936](2.313, 3.69]",Europe,Germany,571.038237739,4.99854439592
"(-0.441, 0.936](2.313, 3.69]",Europe,Greece,507.397746711,6.92592592593
"(-0.441, 0.936](2.313, 3.69]",Europe,Hungary,551.734165374,7.81291759465
"(-0.441, 0.936](2.313, 3.69]",Europe,Iceland,517.840574315,4.28977272727
"(-0.441, 0.936](2.313, 3.69]",Europe,Ireland,549.056526207,8.48401826484
"(-0.441, 0.936](2.313, 3.69]",Europe,Italy,529.04080923,10.9552572707
"(-0.441, 0.936](2.313, 3.69]",Europe,Latvia,540.58601513,7.07581227437
"(-0.441, 0.936](2.313, 3.69]",Europe,Liechtenstein,569.953303947,3.69230769231
"(-0.441, 0.936](2.313, 3.69]",Europe,Lithuania,528.859100513,7.73421052632
"(-0.441, 0.936](2.313, 3.69]",Europe,Luxembourg,545.599856823,5.2365470852
"(-0.441, 0.936](2.313, 3.69]",Europe,Montenegro,463.313463221,4.93165467626
"(-0.441, 0.936](2.313, 3.69]",Europe,Netherlands,565.25694607,6.55555555556
"(-0.441, 0.936](2.313, 3.69]",Europe,Norway,519.93322153,5.44090909091
"(-0.441, 0.936](2.313, 3.69]",Europe,Poland,583.829449259,7.20964749536
"(-0.441, 0.936](2.313, 3.69]",Europe,Portugal,558.074065941,4.90317195326
"(-0.441, 0.936](2.313, 3.69]",Europe,Romania,529.595699499,10.5962962963
"(-0.441, 0.936](2.313, 3.69]",Europe,Serbia,510.408514156,4.9972299169
"(-0.441, 0.936](2.313, 3.69]",Europe,Slovenia,536.940882248,4.0579029734
"(-0.441, 0.936](2.313, 3.69]",Europe,Spain,542.870615904,7.00376766091
"(-0.441, 0.936](2.313, 3.69]",Europe,Sweden,518.409280225,4.29245283019
"(-0.441, 0.936](2.313, 3.69]",Europe,Switzerland,566.439759912,4.33222370173
"(-0.441, 0.936](2.313, 3.69]",Europe,Turkey,561.565757292,4.7
"(-0.441, 0.936](2.313, 3.69]",North America,Canada,545.227716437,5.84478557505
"(-0.441, 0.936](2.313, 3.69]",North America,Mexico,471.075106895,6.46352485474
"(-0.441, 0.936](2.313, 3.69]",Oceania,Australia,547.610952346,7.49657142857
"(-0.441, 0.936](2.313, 3.69]",Oceania,New Zealand,565.123294949,5.70761670762
"(-0.441, 0.936](2.313, 3.69]",South America,Argentina,462.98304358,4.38764044944
"(-0.441, 0.936](2.313, 3.69]",South America,Brazil,485.452957509,5.03260869565
"(-0.441, 0.936](2.313, 3.69]",South America,Chile,516.871856389,4.84140550807
"(-0.441, 0.936](2.313, 3.69]",South America,Colombia,485.863179646,8.224
"(-0.441, 0.936](2.313, 3.69]",South America,Peru,460.990834201,6.43975903614
"(-0.441, 0.936](2.313, 3.69]",South America,Uruguay,509.227739815,5.07220216606
"(0.936, 2.313](0.936, 2.313]",Africa,Tunisia,477.851856209,3.86419753086
"(0.936, 2.313](0.936, 2.313]",Asia,Indonesia,479.242608333,6.71428571429
"(0.936, 2.313](0.936, 2.313]",Asia,Israel,524.547470319,5.17419354839
"(0.936, 2.313](0.936, 2.313]",Asia,Japan,588.880399208,5.24147727273
"(0.936, 2.313](0.936, 2.313]",Asia,Jordan,420.088034889,4.48623853211
"(0.936, 2.313](0.936, 2.313]",Asia,Kazakhstan,468.863948052,10.2555555556
"(0.936, 2.313](0.936, 2.313]",Asia,Malaysia,500.627497238,7.33043478261
"(0.936, 2.313](0.936, 2.313]",Asia,Qatar,402.086935631,4.60885385082
"(0.936, 2.313](0.936, 2.313]",Asia,Singapore,631.845701446,11.0789473684
"(0.936, 2.313](0.936, 2.313]",Asia,Thailand,548.017286164,8.27156549521
"(0.936, 2.313](0.936, 2.313]",Asia,Vietnam,607.893975714,8.93617021277
"(0.936, 2.313](0.936, 2.313]",Central America,Costa Rica,479.258944211,4.73275862069
"(0.936, 2.313](0.936, 2.313]",Europe,Austria,556.153476611,5.61278195489
"(0.936, 2.313](0.936, 2.313]",Europe,Belgium,569.871861981,6.75345454545
"(0.936, 2.313](0.936, 2.313]",Europe,Bulgaria,509.136310916,8.12115384615
"(0.936, 2.313](0.936, 2.313]",Europe,Croatia,533.758420299,7.39672131148
"(0.936, 2.313](0.936, 2.313]",Europe,Czech Republic,584.135863907,3.53307392996
"(0.936, 2.313](0.936, 2.313]",Europe,Denmark,532.70564942,4.80732600733
"(0.936, 2.313](0.936, 2.313]",Europe,Estonia,562.151541507,7.23723228995
"(0.936, 2.313](0.936, 2.313]",Europe,Finland,546.884488822,3.05714285714
"(0.936, 2.313](0.936, 2.313]",Europe,France,572.480163587,6.33513513514
"(0.936, 2.313](0.936, 2.313]",Europe,Germany,570.612479468,4.98118668596
"(0.936, 2.313](0.936, 2.313]",Europe,Greece,507.532091012,6.93215339233
"(0.936, 2.313](0.936, 2.313]",Europe,Hungary,551.889938825,7.80222222222
"(0.936, 2.313](0.936, 2.313]",Europe,Iceland,517.839508839,4.27621722846
"(0.936, 2.313](0.936, 2.313]",Europe,Ireland,548.998153477,8.50757575758
"(0.936, 2.313](0.936, 2.313]",Europe,Italy,529.170848919,10.9573170732
"(0.936, 2.313](0.936, 2.313]",Europe,Latvia,540.76951729,7.07142857143
"(0.936, 2.313](0.936, 2.313]",Europe,Liechtenstein,571.139764103,3.92452830189
"(0.936, 2.313](0.936, 2.313]",Europe,Lithuania,528.958871647,7.69451697128
"(0.936, 2.313](0.936, 2.313]",Europe,Luxembourg,545.197504367,5.23548740416
"(0.936, 2.313](0.936, 2.313]",Europe,Montenegro,463.139011511,4.91397849462
"(0.936, 2.313](0.936, 2.313]",Europe,Netherlands,565.529573614,6.54007633588
"(0.936, 2.313](0.936, 2.313]",Europe,Norway,519.852979866,5.44632768362
"(0.936, 2.313](0.936, 2.313]",Europe,Poland,583.837467897,7.21626617375
"(0.936, 2.313](0.936, 2.313]",Europe,Portugal,558.032040943,4.93289689034
"(0.936, 2.313](0.936, 2.313]",Europe,Romania,529.580034406,10.5494505495
"(0.936, 2.313](0.936, 2.313]",Europe,Serbia,510.612869495,5.0
"(0.936, 2.313](0.936, 2.313]",Europe,Slovenia,537.179904479,4.05763239875
"(0.936, 2.313](0.936, 2.313]",Europe,Spain,542.675286149,6.99218994064
"(0.936, 2.313](0.936, 2.313]",Europe,Sweden,518.227378473,4.27443105756
"(0.936, 2.313](0.936, 2.313]",Europe,Switzerland,566.246805334,4.33267195767
"(0.936, 2.313](0.936, 2.313]",Europe,Turkey,561.565757292,4.7
"(0.936, 2.313](0.936, 2.313]",North America,Canada,545.365634247,5.86146458583
"(0.936, 2.313](0.936, 2.313]",North America,Mexico,471.233358333,6.46483375959
"(0.936, 2.313](0.936, 2.313]",Oceania,Australia,547.722606866,7.49259681093
"(0.936, 2.313](0.936, 2.313]",Oceania,New Zealand,565.118369732,5.76399026764
"(0.936, 2.313](0.936, 2.313]",South America,Argentina,463.011063784,4.38764044944
"(0.936, 2.313](0.936, 2.313]",South America,Brazil,485.570289626,5.0189701897
"(0.936, 2.313](0.936, 2.313]",South America,Chile,517.219679455,4.86985018727
"(0.936, 2.313](0.936, 2.313]",South America,Colombia,485.247094273,8.224
"(0.936, 2.313](0.936, 2.313]",South America,Peru,460.990834201,6.43975903614
"(0.936, 2.313](0.936, 2.313]",South America,Uruguay,509.196213761,5.13571428571
"(0.936, 2.313](2.313, 3.69]",Africa,Tunisia,441.899033333,
"(0.936, 2.313](2.313, 3.69]",Asia,Israel,449.977757143,4.83333333333
"(0.936, 2.313](2.313, 3.69]",Asia,Jordan,327.843125,5.66666666667
"(0.936, 2.313](2.313, 3.69]",Asia,Qatar,377.923496591,4.43137254902
"(0.936, 2.313](2.313, 3.69]",Asia,Singapore,756.6677,13.0
"(0.936, 2.313](2.313, 3.69]",Asia,Thailand,566.762742857,5.8
"(0.936, 2.313](2.313, 3.69]",Central America,Costa Rica,649.0185,
"(0.936, 2.313](2.313, 3.69]",Europe,Austria,579.9891,4.33333333333
"(0.936, 2.313](2.313, 3.69]",Europe,Belgium,588.56185,6.45454545455
"(0.936, 2.313](2.313, 3.69]",Europe,Bulgaria,471.8325,9.2
"(0.936, 2.313](2.313, 3.69]",Europe,Croatia,457.9062,18.0
"(0.936, 2.313](2.313, 3.69]",Europe,Czech Republic,554.416583333,6.33333333333
"(0.936, 2.313](2.313, 3.69]",Europe,Denmark,497.2815,4.0
"(0.936, 2.313](2.313, 3.69]",Europe,Estonia,548.9542875,12.3333333333
"(0.936, 2.313](2.313, 3.69]",Europe,Finland,551.47219,3.5
"(0.936, 2.313](2.313, 3.69]",Europe,Germany,515.051025,2.0
"(0.936, 2.313](2.313, 3.69]",Europe,Greece,525.1479875,8.33333333333
"(0.936, 2.313](2.313, 3.69]",Europe,Hungary,606.0991,3.0
"(0.936, 2.313](2.313, 3.69]",Europe,Iceland,517.75198,3.08333333333
"(0.936, 2.313](2.313, 3.69]",Europe,Ireland,539.123433333,13.6666666667
"(0.936, 2.313](2.313, 3.69]",Europe,Italy,542.122345614,11.1875
"(0.936, 2.313](2.313, 3.69]",Europe,Latvia,556.2938,6.66666666667
"(0.936, 2.313](2.313, 3.69]",Europe,Liechtenstein,616.22525,16.0
"(0.936, 2.313](2.313, 3.69]",Europe,Lithuania,543.5504,2.66666666667
"(0.936, 2.313](2.313, 3.69]",Europe,Luxembourg,528.847363636,5.19047619048
"(0.936, 2.313](2.313, 3.69]",Europe,Montenegro,390.5671,0.0
"(0.936, 2.313](2.313, 3.69]",Europe,Netherlands,640.6839,2.5
"(0.936, 2.313](2.313, 3.69]",Europe,Norway,506.4827125,6.4
"(0.936, 2.313](2.313, 3.69]",Europe,Poland,586.0025,9.0
"(0.936, 2.313](2.313, 3.69]",Europe,Portugal,555.2734,6.41666666667
"(0.936, 2.313](2.313, 3.69]",Europe,Romania,528.32996,6.33333333333
"(0.936, 2.313](2.313, 3.69]",Europe,Serbia,548.146133333,5.5
"(0.936, 2.313](2.313, 3.69]",Europe,Slovenia,565.62355,4.0
"(0.936, 2.313](2.313, 3.69]",Europe,Spain,509.427371429,4.6875
"(0.936, 2.313](2.313, 3.69]",Europe,Sweden,491.8971,1.6
"(0.936, 2.313](2.313, 3.69]",Europe,Switzerland,529.665833333,4.4
"(0.936, 2.313](2.313, 3.69]",North America,Canada,554.361572165,6.98360655738
"(0.936, 2.313](2.313, 3.69]",North America,Mexico,489.703561905,6.6
"(0.936, 2.313](2.313, 3.69]",Oceania,Australia,578.18196,6.33333333333
"(0.936, 2.313](2.313, 3.69]",Oceania,New Zealand,564.386975,11.5
"(0.936, 2.313](2.313, 3.69]",South America,Argentina,470.75865,
"(0.936, 2.313](2.313, 3.69]",South America,Brazil,519.9486,0.0
"(0.936, 2.313](2.313, 3.69]",South America,Chile,543.575181818,6.86666666667
"(0.936, 2.313](2.313, 3.69]",South America,Colombia,346.0118,
"(0.936, 2.313](2.313, 3.69]",South America,Uruguay,505.7914,11.0
